"_IDSKU (Não alterável)","_NomeSKU","_EANSKU","_CodigoReferenciaSKU","_IDProduto (Não alterável)","_NomeProduto (Obrigatório)","_ProdutoAtivo (Não alterável)","_CodigoReferenciaProduto","_LinkTexto (Não alterável)","_TituloSite","_IDFornecedor","_IDDepartamento (Não alterável)","_NomeDepartamento","_IDCategoria","_NomeCategoria","_IDMarca","_Lojas"
"77","9.0 Louro Muito Claro Profundo","7896014168620","","154","Coloração L'Oréal Professionnel Majirel 9.0 Louro Muito Claro Profundo 50 g","SIM","","coloracao-loreal-professionnel-majirel-90-louro-muito-claro-profundo-50-g","Coloração L'Oréal Professionnel Majirel 9.0 Louro Muito Claro Profundo 50 g","","1","Cabelos","9","Coloracao","1",""
"78","Pack Coloração L'Oréal Professionnel Majirel 9.0 Louro Muito Claro Profundo + Ox 20 Volumes","7899706168342","","667","Pack Coloração L'Oréal Professionnel Majirel 9.0 Louro Muito Claro Profundo + Ox 20 Volumes","SIM","","pack-coloracao-loreal-professionnel-majirel-9-0-louro-muito-claro-profundo-ox-20-volumes","Pack Coloração L'Oréal Professionnel Majirel 9.0 Louro Muito Claro Profundo + Ox 20 Volumes","","1","Cabelos","80","Cronograma Capilar","1",""
"79","9.1 Louro Muito Claro Acinzentado","7896014168859","","155","Coloração L'Oréal Professionnel Majirel 9.1 Louro Muito Claro Acinzentado 50 g","SIM","","coloracao-loreal-professionnel-majirel-91-louro-muito-claro-acinzentado-50-g","Coloração L'Oréal Professionnel Majirel 9.1 Louro Muito Claro Acinzentado 50 g","","1","Cabelos","9","Coloracao","1",""
"80","9.11 Louro Muito Claro Acinzentado Intenso","7896014168866","","156","Coloração L'Oréal Professionnel Majirel 9.11 Louro Muito Claro Acinzentado Intenso 50 g","SIM","","coloracao-loreal-professionnel-majirel-911-louro-muito-claro-acinzentado-intenso-50-g","Coloração L'Oréal Professionnel Majirel 9.11 Louro Muito Claro Acinzentado Intenso 50 g","","1","Cabelos","9","Coloracao","1",""
"81","9.12 Louro Muito Claro Acinzentado Irisado","7899026482968","","157","Coloração L'Oréal Professionnel Majirel 9.12 Louro Muito Claro Acinzentado Irisado 50 g","SIM","","coloracao-loreal-professionnel-majirel-912-louro-muito-claro-acinzentado-irisado-50-g","Coloração L'Oréal Professionnel Majirel 9.12 Louro Muito Claro Acinzentado Irisado 50 g","","1","Cabelos","9","Coloracao","1",""
"82","9.3 Louro Muito Claro Dourado","7896014169245","","158","Coloração L'Oréal Professionnel Majirel 9.3 Louro Muito Claro Dourado 50 g","SIM","","coloracao-loreal-professionnel-majirel-93-louro-muito-claro-dourado-50-g","Coloração L'Oréal Professionnel Majirel 9.3 Louro Muito Claro Dourado 50 g","","1","Cabelos","9","Coloracao","1",""
"83","9.31 Louro Muito Claro Dourado Acinzentado","7896014169252","","159","Coloração L'Oréal Professionnel Majirel 9.31 Louro Muito Claro Dourado Acinzentado 50 g","SIM","","coloracao-loreal-professionnel-majirel-931-louro-muito-claro-dourado-acinzentado-50-g","Coloração L'Oréal Professionnel Majirel 9.31 Louro Muito Claro Dourado Acinzentado 50 g","","1","Cabelos","9","Coloracao","1",""
"84","10 Louro Claríssimo","7896014168897","","160","Coloração L'Oréal Professionnel Majirel 10 Louro Claríssimo 50 g","SIM","","coloracao-loreal-professionnel-majirel-10-louro-clarissimo-50-g","Coloração L'Oréal Professionnel Majirel 10 Louro Claríssimo 50 g","","1","Cabelos","9","Coloracao","1",""
"85","10.1 Louro Claríssimo Acinzentado","7896014168903","","161","Coloração L'Oréal Professionnel Majirel 10.1 Louro Claríssimo Acinzentado 50 g","SIM","","coloracao-loreal-professionnel-majirel-101-louro-clarissimo-acinzentado-50-g","Coloração L'Oréal Professionnel Majirel 10.1 Louro Claríssimo Acinzentado 50 g","","1","Cabelos","9","Coloracao","1",""
"86","12.0 Louro Ultra Claro Neutro","3474630691735","","179","Coloração L'Oréal Professionnel Majirel Hight Lift 12.0 Louro Ultra Claro Neutro 50 g","SIM","","coloracao-loreal-professionnel-majirel-hight-lift-120-louro-ultra-claro-neutro-50-g","Coloração L'Oréal Professionnel Majirel Hight Lift 12.0 Louro Ultra Claro Neutro 50 g","","1","Cabelos","9","Coloracao","1",""
"87","12.1 Louro Ultra Claro Cinza","3474630691834","","180","Coloração L'Oréal Professionnel Majirel Hight Lift 12.1 Louro Ultra Claro Cinza 50 g","SIM","","coloracao-loreal-professionnel-majirel-hight-lift-121-louro-ultra-claro-cinza-50-g","Coloração L'Oréal Professionnel Majirel Hight Lift 12.1 Louro Ultra Claro Cinza 50 g","","1","Cabelos","9","Coloracao","1",""
"88","12.11 Louro Ultra Claro Cinza Intenso","3474630691933","","181","Coloração L'Oréal Professionnel Majirel Hight Lift 12.11 Louro Ultra Claro Cinza Intenso 50 g","SIM","","coloracao-loreal-professionnel-majirel-hight-lift-1211-louro-ultra-claro-cinza-intenso-50-g","Coloração L'Oréal Professionnel Majirel Hight Lift 12.11 Louro Ultra Claro Cinza Intenso 50 g","","1","Cabelos","9","Coloracao","1",""
"89","12.12 Louro Ultra Claro Cinza Irisado","3474630692435","","182","Coloração L'Oréal Professionnel Majirel Hight Lift 12.12 Louro Ultra Claro Cinza Irisado 50 g","NÃO","","coloracao-loreal-professionnel-majirel-hight-lift-1212-louro-ultra-claro-cinza-irisado-50-g","Coloração L'Oréal Professionnel Majirel Hight Lift 12.12 Louro Ultra Claro Cinza Irisado 50 g","","1","Cabelos","9","Coloracao","1",""
"90","12.2 Louro Ultra Claro Violeta","3474630692039","","183","Coloração L'Oréal Professionnel Majirel Hight Lift 12.2 Louro Ultra Claro Violeta 50 g","NÃO","","coloracao-loreal-professionnel-majirel-hight-lift-122-louro-ultra-claro-violeta-50-g","Coloração L'Oréal Professionnel Majirel Hight Lift 12.2 Louro Ultra Claro Violeta 50 g","","1","Cabelos","9","Coloracao","1",""
"91","Vermelho Absoluto","7896014172238","","93","Coloração L'Oréal Professionnel Majicontrast Vermelho Absoluto 50 g","SIM","","coloracao-loreal-professionnel-majicontrast-vermelho-absoluto-50-g","Coloração L'Oréal Professionnel Majicontrast Vermelho Absoluto 50 g","","1","Cabelos","9","Coloracao","1",""
"92",".11 Base Cinza Profundo","3474636616008","","187","Coloração L'Oréal Professionnel Majirel Shimmer .11 Base Cinza Profundo 50 g","NÃO","","coloracao-loreal-professionnel-majirel-shimmer-11-base-cinza-profundo-50-g","Coloração L'Oréal Professionnel Majirel Shimmer .11 Base Cinza Profundo 50 g","","1","Cabelos","9","Coloracao","1",""
"93",".12 Base Cinza Irisado","3474636616046","","188","Coloração L'Oréal Professionnel Majirel Shimmer .12 Base Cinza Irisado 50 g","NÃO","","coloracao-loreal-professionnel-majirel-shimmer-12-base-cinza-irisado-50-g","Coloração L'Oréal Professionnel Majirel Shimmer .12 Base Cinza Irisado 50 g","","1","Cabelos","9","Coloracao","1",""
"94",".13 Base Cinza Dourado","3474636616084","","189","Coloração L'Oréal Professionnel Majirel Shimmer .13 Base Cinza Dourado 50 g","SIM","","coloracao-loreal-professionnel-majirel-shimmer-13-base-cinza-dourado-50-g","Coloração L'Oréal Professionnel Majirel Shimmer .13 Base Cinza Dourado 50 g","","1","Cabelos","9","Coloracao","1",""
"95",".20 Base Irisado Intenso","3474636616244","","190","Coloração L'Oréal Professionnel Majirel Shimmer .20 Base Irisado Intenso 50 g","NÃO","","coloracao-loreal-professionnel-majirel-shimmer-20-base-irisado-intenso-50-g","Coloração L'Oréal Professionnel Majirel Shimmer .20 Base Irisado Intenso 50 g","","1","Cabelos","9","Coloracao","1",""
"96","4 Castanho","7899026439986","","162","Coloração L'Oréal Professionnel Majirel Cool Cover 4 Castanho 50 g","SIM","","coloracao-loreal-professionnel-majirel-cool-cover-4-castanho-50-g","Coloração L'Oréal Professionnel Majirel Cool Cover 4 Castanho 50 g","","1","Cabelos","9","Coloracao","1",""
"97","4.88 Castanho Marrom Profundo","7899706129114","","163","Coloração L'Oréal Professionnel Majirel Cool Cover 4.88 Castanho Marrom Profundo 50 g","NÃO","","coloracao-loreal-professionnel-majirel-cool-cover-488-castanho-marrom-profundo-50-g","Coloração L'Oréal Professionnel Majirel Cool Cover 4.88 Castanho Marrom Profundo 50 g","","1","Cabelos","9","Coloracao","1",""
"98","5 Castanho Claro","7899026440012","","164","Coloração L'Oréal Professionnel Majirel Cool Cover 5 Castanho Claro 50 g","SIM","","coloracao-loreal-professionnel-majirel-cool-cover-5-castanho-claro-50-g","Coloração L'Oréal Professionnel Majirel Cool Cover 5 Castanho Claro 50 g","","1","Cabelos","9","Coloracao","1",""
"99","5.1 Castanho Claro Acinzentado","7899026440029","","165","Coloração L'Oréal Professionnel Majirel Cool Cover 5.1 Castanho Claro Acinzentado 50 g","NÃO","","coloracao-loreal-professionnel-majirel-cool-cover-51-castanho-claro-acinzentado-50-g","Coloração L'Oréal Professionnel Majirel Cool Cover 5.1 Castanho Claro Acinzentado 50 g","","1","Cabelos","9","Coloracao","1",""
"100","6 Louro Escuro","7899026440050","","166","Coloração L'Oréal Professionnel Majirel Cool Cover 6 Louro Escuro 50 g","NÃO","","coloracao-loreal-professionnel-majirel-cool-cover-6-louro-escuro-50-g","Coloração L'Oréal Professionnel Majirel Cool Cover 6 Louro Escuro 50 g","","1","Cabelos","9","Coloracao","1",""
"101","6.1 Louro Escuro Acinzentado","7899026440067","","167","Coloração L'Oréal Professionnel Majirel Cool Cover 6.1 Louro Escuro Acinzentado 50 g","NÃO","","coloracao-loreal-professionnel-majirel-cool-cover-61-louro-escuro-acinzentado-50-g","Coloração L'Oréal Professionnel Majirel Cool Cover 6.1 Louro Escuro Acinzentado 50 g","","1","Cabelos","9","Coloracao","1",""
"102","6.8 Louro Escuro Marrom","7899026440081","","168","Coloração L'Oréal Professionnel Majirel Cool Cover 6.8 Louro Escuro Marrom 50 g","NÃO","","coloracao-loreal-professionnel-majirel-cool-cover-68-louro-escuro-marrom-50-g","Coloração L'Oréal Professionnel Majirel Cool Cover 6.8 Louro Escuro Marrom 50 g","","1","Cabelos","9","Coloracao","1",""
"103","7 Louro","7899026440098","","169","Coloração L'Oréal Professionnel Majirel Cool Cover 7 Louro 50 g","NÃO","","coloracao-loreal-professionnel-majirel-cool-cover-7-louro-50-g","Coloração L'Oréal Professionnel Majirel Cool Cover 7 Louro 50 g","","1","Cabelos","9","Coloracao","1",""
"104","7.1 Louro Acinzentado","7899026440104","","170","Coloração L'Oréal Professionnel Majirel Cool Cover 7.1 Louro Acinzentado 50 g","SIM","","coloracao-loreal-professionnel-majirel-cool-cover-71-louro-acinzentado-50-g","Coloração L'Oréal Professionnel Majirel Cool Cover 7.1 Louro Acinzentado 50 g","","1","Cabelos","9","Coloracao","1",""
"105","7.3 Louro Dourado","7899026440111","","171","Coloração L'Oréal Professionnel Majirel Cool Cover 7.3 Louro Dourado 50 g","NÃO","","coloracao-loreal-professionnel-majirel-cool-cover-73-louro-dourado-50-g","Coloração L'Oréal Professionnel Majirel Cool Cover 7.3 Louro Dourado 50 g","","1","Cabelos","9","Coloracao","1",""
"106","7.8 Louro Marrom","7899026440128","","172","Coloração L'Oréal Professionnel Majirel Cool Cover 7.8 Louro Marrom 50 g","NÃO","","coloracao-loreal-professionnel-majirel-cool-cover-78-louro-marrom-50-g","Coloração L'Oréal Professionnel Majirel Cool Cover 7.8 Louro Marrom 50 g","","1","Cabelos","9","Coloracao","1",""
"107","7.88 Louro Marrom Profundo","7899706129121","","173","Coloração L'Oréal Professionnel Majirel Cool Cover 7.88 Louro Marrom Profundo 50 g","NÃO","","coloracao-loreal-professionnel-majirel-cool-cover-788-louro-marrom-profundo-50-g","Coloração L'Oréal Professionnel Majirel Cool Cover 7.88 Louro Marrom Profundo 50 g","","1","Cabelos","9","Coloracao","1",""
"108","8 Louro Claro","7899026440135","","174","Coloração L'Oréal Professionnel Majirel Cool Cover 8 Louro Claro 50 g","NÃO","","coloracao-loreal-professionnel-majirel-cool-cover-8-louro-claro-50-g","Coloração L'Oréal Professionnel Majirel Cool Cover 8 Louro Claro 50 g","","1","Cabelos","9","Coloracao","1",""
"109","8.1 Louro Claro Acinzentado","7899026440142","","175","Coloração L'Oréal Professionnel Majirel Cool Cover 8.1 Louro Claro Acinzentado 50 g","SIM","","coloracao-loreal-professionnel-majirel-cool-cover-81-louro-claro-acinzentado-50-g","Coloração L'Oréal Professionnel Majirel Cool Cover 8.1 Louro Claro Acinzentado 50 g","","1","Cabelos","9","Coloracao","1",""
"110","8.8 Louro Claro Marrom","7899026440166","","176","Coloração L'Oréal Professionnel Majirel Cool Cover 8.8 Louro Claro Marrom 50 g","NÃO","","coloracao-loreal-professionnel-majirel-cool-cover-88-louro-claro-marrom-50-g","Coloração L'Oréal Professionnel Majirel Cool Cover 8.8 Louro Claro Marrom 50 g","","1","Cabelos","9","Coloracao","1",""
"111","9 Louro Muito Claro","7899026440173","","177","Coloração L'Oréal Professionnel Majirel Cool Cover 9 Louro Muito Claro 50 g","NÃO","","coloracao-loreal-professionnel-majirel-cool-cover-9-louro-muito-claro-50-g","Coloração L'Oréal Professionnel Majirel Cool Cover 9 Louro Muito Claro 50 g","","1","Cabelos","9","Coloracao","1",""
"112","9.1 Louro Muito Claro Acinzentado","7898587760928","","178","Coloração L'Oréal Professionnel Majirel Cool Cover 9.1 Louro Muito Claro Acinzentado 50 g","NÃO","","coloracao-loreal-professionnel-majirel-cool-cover-91-louro-muito-claro-acinzentado-50-g","Coloração L'Oréal Professionnel Majirel Cool Cover 9.1 Louro Muito Claro Acinzentado 50 g","","1","Cabelos","9","Coloracao","1",""
"113","Azul","3474636333240","","184","Coloração L'Oréal Professionnel Majirel Mix Azul 50 g","NÃO","","coloracao-loreal-professionnel-majirel-mix-azul-50-g","Coloração L'Oréal Professionnel Majirel Mix Azul 50 g","","1","Cabelos","9","Coloracao","1",""
"114","Vermelho","3474630251595","","185","Coloração L'Oréal Professionnel Majirel Mix Vermelho 50 g","NÃO","","coloracao-loreal-professionnel-majirel-mix-vermelho-50-g","Coloração L'Oréal Professionnel Majirel Mix Vermelho 50 g","","1","Cabelos","9","Coloracao","1",""
"115","Violeta","3474636333233","","186","Coloração L'Oréal Professionnel Majirel Mix Violeta 50 g","NÃO","","coloracao-loreal-professionnel-majirel-mix-violeta-50-g","Coloração L'Oréal Professionnel Majirel Mix Violeta 50 g","","1","Cabelos","9","Coloracao","1",""
"116","5.14 Castanho Claro Acinzentado Acobreado","7896014179428","","77","Coloração L'Oréal Professionnel Color Supreme 5.14 Castanho Claro Acinzentado Acobreado 50 g","NÃO","","coloracao-loreal-professionnel-color-supreme-514-castanho-claro-acinzentado-acobreado-50-g","Coloração L'Oréal Professionnel Color Supreme 5.14 Castanho Claro Acinzentado Acobreado 50 g","","1","Cabelos","9","Coloracao","1",""
"117","5.25 Castanho Claro Irisado Acaju","7896014179411","","78","Coloração L'Oréal Professionnel Color Supreme 5.25 Castanho Claro Irisado Acaju 50 g","NÃO","","coloracao-loreal-professionnel-color-supreme-525-castanho-claro-irisado-acaju-50-g","Coloração L'Oréal Professionnel Color Supreme 5.25 Castanho Claro Irisado Acaju 50 g","","1","Cabelos","9","Coloracao","1",""
"118","5.41 Castanho Claro Acobreado Acinzentado","7896014179398","","79","Coloração L'Oréal Professionnel Color Supreme 5.41 Castanho Claro Acobreado Acinzentado 50 g","NÃO","","coloracao-loreal-professionnel-color-supreme-541-castanho-claro-acobreado-acinzentado-50-g","Coloração L'Oréal Professionnel Color Supreme 5.41 Castanho Claro Acobreado Acinzentado 50 g","","1","Cabelos","9","Coloracao","1",""
"119","6.31 Louro Escuro Dourado Acinzentado","7896014179374","","80","Coloração L'Oréal Professionnel Color Supreme 6.31 Louro Escuro Dourado Acinzentado 50 g","NÃO","","coloracao-loreal-professionnel-color-supreme-631-louro-escuro-dourado-acinzentado-50-g","Coloração L'Oréal Professionnel Color Supreme 6.31 Louro Escuro Dourado Acinzentado 50 g","","1","Cabelos","9","Coloracao","1",""
"120","7.14 Louro Acinzentado Acobreado","7896014179350","","81","Coloração L'Oréal Professionnel Color Supreme 7.14 Louro Acinzentado Acobreado 50 g","NÃO","","coloracao-loreal-professionnel-color-supreme-714-louro-acinzentado-acobreado-50-g","Coloração L'Oréal Professionnel Color Supreme 7.14 Louro Acinzentado Acobreado 50 g","","1","Cabelos","9","Coloracao","1",""
"121","7.31 Louro Dourado Acinzentado","7896014189168","","82","Coloração L'Oréal Professionnel Color Supreme 7.31 Louro Dourado Acinzentado 50 g","NÃO","","coloracao-loreal-professionnel-color-supreme-731-louro-dourado-acinzentado-50-g","Coloração L'Oréal Professionnel Color Supreme 7.31 Louro Dourado Acinzentado 50 g","","1","Cabelos","9","Coloracao","1",""
"122","7.32 Louro Dourado Irisado","7896014179343","","83","Coloração L'Oréal Professionnel Color Supreme 7.32 Louro Dourado Irisado 50 g","NÃO","","coloracao-loreal-professionnel-color-supreme-732-louro-dourado-irisado-50-g","Coloração L'Oréal Professionnel Color Supreme 7.32 Louro Dourado Irisado 50 g","","1","Cabelos","9","Coloracao","1",""
"123","7.34 Louro Dourado Acobreado","7896014179336","","84","Coloração L'Oréal Professionnel Color Supreme 7.34 Louro Dourado Acobreado 50 g","NÃO","","coloracao-loreal-professionnel-color-supreme-734-louro-dourado-acobreado-50-g","Coloração L'Oréal Professionnel Color Supreme 7.34 Louro Dourado Acobreado 50 g","","1","Cabelos","9","Coloracao","1",""
"124","7.41 Louro Acobreado Acinzentado","7896014179329","","85","Coloração L'Oréal Professionnel Color Supreme 7.41 Louro Acobreado Acinzentado 50 g","NÃO","","coloracao-loreal-professionnel-color-supreme-741-louro-acobreado-acinzentado-50-g","Coloração L'Oréal Professionnel Color Supreme 7.41 Louro Acobreado Acinzentado 50 g","","1","Cabelos","9","Coloracao","1",""
"125","8.13 Louro Claro Acinzentado Dourado","7896014185092","","86","Coloração L'Oréal Professionnel Color Supreme 8.13 Louro Claro Acinzentado Dourado 50 g","NÃO","","coloracao-loreal-professionnel-color-supreme-813-louro-claro-acinzentado-dourado-50-g","Coloração L'Oréal Professionnel Color Supreme 8.13 Louro Claro Acinzentado Dourado 50 g","","1","Cabelos","9","Coloracao","1",""
"126","9.13 Louro Muito Claro Acinzentado Dourado","7896014185108","","87","Coloração L'Oréal Professionnel Color Supreme 9.13 Louro Muito Claro Acinzentado Dourado 50 g","NÃO","","coloracao-loreal-professionnel-color-supreme-913-louro-muito-claro-acinzentado-dourado-50-g","Coloração L'Oréal Professionnel Color Supreme 9.13 Louro Muito Claro Acinzentado Dourado 50 g","","1","Cabelos","9","Coloracao","1",""
